gene_ncbi,set,type
1828,genome,gwas
1829,genome,gwas
1830,genome,gwas
1831,genome,gwas
1832,genome,gwas
1833,genome,gwas
1834,genome,gwas
150160,genome,gwas
1836,genome,gwas
1837,genome,gwas
1838,genome,gwas
1839,genome,gwas
1840,genome,gwas
1841,genome,gwas
1842,genome,gwas
1843,genome,gwas
1844,genome,gwas
1845,genome,gwas
1846,genome,gwas
1847,genome,gwas
1848,genome,gwas
1849,genome,gwas
1850,genome,gwas
201965,genome,gwas
1852,genome,gwas
100271927,genome,gwas
1854,genome,gwas
1855,genome,gwas
1856,genome,gwas
1857,genome,gwas
1859,genome,gwas
1861,genome,gwas
1869,genome,gwas
1870,genome,gwas
1871,genome,gwas
221504,genome,gwas
729627,genome,gwas
1874,genome,gwas
1875,genome,gwas
1876,genome,gwas
1877,genome,gwas
132946,genome,gwas
1879,genome,gwas
1880,genome,gwas
132949,genome,gwas
132954,genome,gwas
165721,genome,gwas
1889,genome,gwas
1890,genome,gwas
1891,genome,gwas
1892,genome,gwas
1893,genome,gwas
1894,genome,gwas
1896,genome,gwas
1901,genome,gwas
1902,genome,gwas
1903,genome,gwas
1906,genome,gwas
1907,genome,gwas
1908,genome,gwas
1909,genome,gwas
1910,genome,gwas
1911,genome,gwas
1912,genome,gwas
1915,genome,gwas
1917,genome,gwas
645027,genome,gwas
1933,genome,gwas
1936,genome,gwas
1937,genome,gwas
1938,genome,gwas
1939,genome,gwas
284996,genome,gwas
1942,genome,gwas
1943,genome,gwas
1944,genome,gwas
1945,genome,gwas
1946,genome,gwas
1947,genome,gwas
1948,genome,gwas
1949,genome,gwas
1950,genome,gwas
1951,genome,gwas
1952,genome,gwas
1953,genome,gwas
1954,genome,gwas
1955,genome,gwas
1956,genome,gwas
133022,genome,gwas
1958,genome,gwas
1959,genome,gwas
1960,genome,gwas
1961,genome,gwas
1962,genome,gwas
1964,genome,gwas
1965,genome,gwas
1967,genome,gwas
1968,genome,gwas
1969,genome,gwas
1973,genome,gwas
1974,genome,gwas
1975,genome,gwas
1977,genome,gwas
1978,genome,gwas
1979,genome,gwas
1981,genome,gwas
1982,genome,gwas
1983,genome,gwas
1984,genome,gwas
133060,genome,gwas
165829,genome,gwas
1990,genome,gwas
1991,genome,gwas
1992,genome,gwas
1993,genome,gwas
1994,genome,gwas
1995,genome,gwas
1996,genome,gwas
1997,genome,gwas
1998,genome,gwas
1999,genome,gwas
2000,genome,gwas
2001,genome,gwas
2002,genome,gwas
2004,genome,gwas
2005,genome,gwas
2006,genome,gwas
2009,genome,gwas
2010,genome,gwas
2011,genome,gwas
2012,genome,gwas
2013,genome,gwas
2014,genome,gwas
2015,genome,gwas
2016,genome,gwas
2017,genome,gwas
2018,genome,gwas
2019,genome,gwas
2020,genome,gwas
2021,genome,gwas
2022,genome,gwas
2023,genome,gwas
2026,genome,gwas
2027,genome,gwas
2028,genome,gwas
2029,genome,gwas
2030,genome,gwas
91584,genome,gwas
404203,genome,gwas
2033,genome,gwas
2034,genome,gwas
2035,genome,gwas
2036,genome,gwas
2037,genome,gwas
2038,genome,gwas
2039,genome,gwas
2040,genome,gwas
2041,genome,gwas
2042,genome,gwas
2043,genome,gwas
2044,genome,gwas
2045,genome,gwas
2046,genome,gwas
2047,genome,gwas
2048,genome,gwas
2049,genome,gwas
2050,genome,gwas
2051,genome,gwas
2052,genome,gwas
2053,genome,gwas
2054,genome,gwas
2055,genome,gwas
2056,genome,gwas
2057,genome,gwas
2058,genome,gwas
2059,genome,gwas
2060,genome,gwas
2063,genome,gwas
2064,genome,gwas
2065,genome,gwas
2066,genome,gwas
2067,genome,gwas
2068,genome,gwas
2069,genome,gwas
2070,genome,gwas
2071,genome,gwas
2072,genome,gwas
2073,genome,gwas
2074,genome,gwas
100272147,genome,gwas
2077,genome,gwas
2078,genome,gwas
2079,genome,gwas
165918,genome,gwas
2081,genome,gwas
2086,genome,gwas
100129654,genome,gwas
2091,genome,gwas
2098,genome,gwas
2099,genome,gwas
2100,genome,gwas
2101,genome,gwas
2103,genome,gwas
2104,genome,gwas
2107,genome,gwas
2108,genome,gwas
2109,genome,gwas
2110,genome,gwas
259287,genome,gwas
2113,genome,gwas
2114,genome,gwas
2115,genome,gwas
2116,genome,gwas
2117,genome,gwas
2118,genome,gwas
2119,genome,gwas
2120,genome,gwas
2121,genome,gwas
2122,genome,gwas
2123,genome,gwas
2124,genome,gwas
2125,genome,gwas
2128,genome,gwas
2130,genome,gwas
2131,genome,gwas
2132,genome,gwas
2134,genome,gwas
2135,genome,gwas
254427,genome,gwas
2137,genome,gwas
2138,genome,gwas
2139,genome,gwas
2140,genome,gwas
254428,genome,gwas
389541,genome,gwas
2145,genome,gwas
2146,genome,gwas
2147,genome,gwas
150223,genome,gwas
2149,genome,gwas
2150,genome,gwas
2151,genome,gwas
2152,genome,gwas
2153,genome,gwas
2155,genome,gwas
2157,genome,gwas
2158,genome,gwas
2159,genome,gwas
2160,genome,gwas
2161,genome,gwas
2162,genome,gwas
2165,genome,gwas
2166,genome,gwas
2167,genome,gwas
2168,genome,gwas
2169,genome,gwas
2170,genome,gwas
2171,genome,gwas
2172,genome,gwas
2173,genome,gwas
166012,genome,gwas
2175,genome,gwas
2177,genome,gwas
2178,genome,gwas
2180,genome,gwas
2181,genome,gwas
2182,genome,gwas
202333,genome,gwas
2184,genome,gwas
2185,genome,gwas
2186,genome,gwas
2187,genome,gwas
2188,genome,gwas
2189,genome,gwas
2191,genome,gwas
2192,genome,gwas
2193,genome,gwas
2194,genome,gwas
2195,genome,gwas
2196,genome,gwas
2197,genome,gwas
2199,genome,gwas
2200,genome,gwas
2201,genome,gwas
2202,genome,gwas
2203,genome,gwas
2204,genome,gwas
2205,genome,gwas
2206,genome,gwas
2207,genome,gwas
2208,genome,gwas
2209,genome,gwas
2212,genome,gwas
2213,genome,gwas
2214,genome,gwas
2215,genome,gwas
195827,genome,gwas
2217,genome,gwas
2218,genome,gwas
2219,genome,gwas
2220,genome,gwas
195828,genome,gwas
2222,genome,gwas
2224,genome,gwas
2230,genome,gwas
2232,genome,gwas
493753,genome,gwas
2235,genome,gwas
133308,genome,gwas
2237,genome,gwas
2239,genome,gwas
2241,genome,gwas
2242,genome,gwas
2243,genome,gwas
2244,genome,gwas
2245,genome,gwas
2246,genome,gwas
2247,genome,gwas
2248,genome,gwas
2249,genome,gwas
2250,genome,gwas
2251,genome,gwas
2252,genome,gwas
2253,genome,gwas
2254,genome,gwas
2255,genome,gwas
2256,genome,gwas
2257,genome,gwas
2258,genome,gwas
2259,genome,gwas
2260,genome,gwas
2261,genome,gwas
2262,genome,gwas
2263,genome,gwas
2264,genome,gwas
346562,genome,gwas
2266,genome,gwas
2267,genome,gwas
2268,genome,gwas
2271,genome,gwas
2272,genome,gwas
2273,genome,gwas
2274,genome,gwas
2275,genome,gwas
2277,genome,gwas
2280,genome,gwas
2281,genome,gwas
2286,genome,gwas
2287,genome,gwas
2288,genome,gwas
2289,genome,gwas
2290,genome,gwas
2294,genome,gwas
2295,genome,gwas
2296,genome,gwas
2297,genome,gwas
2298,genome,gwas
2299,genome,gwas
2300,genome,gwas
2301,genome,gwas
2302,genome,gwas
2303,genome,gwas
2304,genome,gwas
2305,genome,gwas
2306,genome,gwas
2307,genome,gwas
2308,genome,gwas
2309,genome,gwas
2310,genome,gwas
133383,genome,gwas
2312,genome,gwas
2313,genome,gwas
2314,genome,gwas
2315,genome,gwas
2316,genome,gwas
2317,genome,gwas
2318,genome,gwas
2319,genome,gwas
2321,genome,gwas
2322,genome,gwas
2323,genome,gwas
2324,genome,gwas
133396,genome,gwas
2326,genome,gwas
2327,genome,gwas
2328,genome,gwas
2329,genome,gwas
2330,genome,gwas
2331,genome,gwas
2332,genome,gwas
644844,genome,gwas
2334,genome,gwas
2335,genome,gwas
493856,genome,gwas
2339,genome,gwas
493860,genome,gwas
493861,genome,gwas
2342,genome,gwas
2346,genome,gwas
133418,genome,gwas
2348,genome,gwas
493869,genome,gwas
2350,genome,gwas
2352,genome,gwas
2353,genome,gwas
2354,genome,gwas
2355,genome,gwas
2356,genome,gwas
2357,genome,gwas
2358,genome,gwas
2359,genome,gwas
100534592,genome,gwas
100534599,genome,gwas
493901,genome,gwas
493911,genome,gwas
2395,genome,gwas
133482,genome,gwas
133491,genome,gwas
2444,genome,gwas
221527,genome,gwas
133522,genome,gwas
2475,genome,gwas
2483,genome,gwas
133558,genome,gwas
2487,genome,gwas
2488,genome,gwas
2491,genome,gwas
2492,genome,gwas
2494,genome,gwas
2495,genome,gwas
166336,genome,gwas
100141515,genome,gwas
166348,genome,gwas
169834,genome,gwas
2512,genome,gwas
133584,genome,gwas
2515,genome,gwas
2516,genome,gwas
2517,genome,gwas
2519,genome,gwas
2520,genome,gwas
2521,genome,gwas
2523,genome,gwas
2524,genome,gwas
2525,genome,gwas
2526,genome,gwas
2527,genome,gwas
2528,genome,gwas
2529,genome,gwas
2530,genome,gwas
2531,genome,gwas
2532,genome,gwas
2533,genome,gwas
2534,genome,gwas
2535,genome,gwas
2537,genome,gwas
2538,genome,gwas
2539,genome,gwas
166378,genome,gwas
166379,genome,gwas
2542,genome,gwas
2543,genome,gwas
169841,genome,gwas
2547,genome,gwas
2548,genome,gwas
2549,genome,gwas
2550,genome,gwas
2551,genome,gwas
133619,genome,gwas
2553,genome,gwas
2554,genome,gwas
2555,genome,gwas
2556,genome,gwas
2557,genome,gwas
2558,genome,gwas
2559,genome,gwas
2560,genome,gwas
2561,genome,gwas
2562,genome,gwas
2563,genome,gwas
2564,genome,gwas
2565,genome,gwas
2566,genome,gwas
2567,genome,gwas
2568,genome,gwas
2569,genome,gwas
2570,genome,gwas
2571,genome,gwas
2572,genome,gwas
2580,genome,gwas
2581,genome,gwas
2582,genome,gwas
2583,genome,gwas
2584,genome,gwas
2585,genome,gwas
2587,genome,gwas
2588,genome,gwas
2589,genome,gwas
2590,genome,gwas
2591,genome,gwas
2592,genome,gwas
2593,genome,gwas
2595,genome,gwas
2596,genome,gwas
2597,genome,gwas
494115,genome,gwas
494118,genome,gwas
494119,genome,gwas
199221,genome,gwas
133686,genome,gwas
2615,genome,gwas
133688,genome,gwas
2617,genome,gwas
2618,genome,gwas
2619,genome,gwas
2620,genome,gwas
2621,genome,gwas
2622,genome,gwas
2623,genome,gwas
2624,genome,gwas
2625,genome,gwas
2626,genome,gwas
2627,genome,gwas
2628,genome,gwas
2629,genome,gwas
494143,genome,gwas
2631,genome,gwas
2632,genome,gwas
2633,genome,gwas
2634,genome,gwas
2635,genome,gwas
2636,genome,gwas
2637,genome,gwas
2638,genome,gwas
2639,genome,gwas
729967,genome,gwas
2641,genome,gwas
2642,genome,gwas
2643,genome,gwas
2644,genome,gwas
2645,genome,gwas
2646,genome,gwas
2647,genome,gwas
2648,genome,gwas
2649,genome,gwas
2650,genome,gwas
2651,genome,gwas
2652,genome,gwas
2653,genome,gwas
2657,genome,gwas
2658,genome,gwas
2660,genome,gwas
2661,genome,gwas
2662,genome,gwas
2664,genome,gwas
2665,genome,gwas
2668,genome,gwas
2669,genome,gwas
2670,genome,gwas
2671,genome,gwas
2672,genome,gwas
2673,genome,gwas
2674,genome,gwas
2675,genome,gwas
2676,genome,gwas
2677,genome,gwas
133746,genome,gwas
494197,genome,gwas
2681,genome,gwas
2683,genome,gwas
2686,genome,gwas
2687,genome,gwas
2688,genome,gwas
2689,genome,gwas
2690,genome,gwas
2691,genome,gwas
2692,genome,gwas
2693,genome,gwas
2694,genome,gwas
2695,genome,gwas
2696,genome,gwas
2697,genome,gwas
2700,genome,gwas
2701,genome,gwas
2702,genome,gwas
2703,genome,gwas
2705,genome,gwas
2706,genome,gwas
2707,genome,gwas
2709,genome,gwas
2710,genome,gwas
2712,genome,gwas
2713,genome,gwas
2717,genome,gwas
2719,genome,gwas
2720,genome,gwas
2729,genome,gwas
2730,genome,gwas
2731,genome,gwas
2733,genome,gwas
2734,genome,gwas
2735,genome,gwas
2736,genome,gwas
2737,genome,gwas
2738,genome,gwas
2739,genome,gwas
2740,genome,gwas
2741,genome,gwas
2742,genome,gwas
2743,genome,gwas
2744,genome,gwas
2745,genome,gwas
2746,genome,gwas
2747,genome,gwas
2752,genome,gwas
2760,genome,gwas
2762,genome,gwas
2764,genome,gwas
2765,genome,gwas
2766,genome,gwas
2767,genome,gwas
2768,genome,gwas
2769,genome,gwas
2770,genome,gwas
2771,genome,gwas
100862671,genome,gwas
2773,genome,gwas
2774,genome,gwas
2775,genome,gwas
2776,genome,gwas
166614,genome,gwas
2778,genome,gwas
2779,genome,gwas
2780,genome,gwas
2781,genome,gwas
2782,genome,gwas
2783,genome,gwas
2784,genome,gwas
2785,genome,gwas
2786,genome,gwas
2787,genome,gwas
2788,genome,gwas
100129792,genome,gwas
2790,genome,gwas
2791,genome,gwas
2792,genome,gwas
2793,genome,gwas
2794,genome,gwas
2796,genome,gwas
2797,genome,gwas
2798,genome,gwas
2799,genome,gwas
2800,genome,gwas
2801,genome,gwas
2802,genome,gwas
2803,genome,gwas
2804,genome,gwas
2805,genome,gwas
2806,genome,gwas
133874,genome,gwas
166647,genome,gwas
2810,genome,gwas
2811,genome,gwas
2812,genome,gwas
2813,genome,gwas
2814,genome,gwas
2815,genome,gwas
166655,genome,gwas
2817,genome,gwas
2819,genome,gwas
2820,genome,gwas
2821,genome,gwas
2822,genome,gwas
2823,genome,gwas
2824,genome,gwas
2825,genome,gwas
2826,genome,gwas
2827,genome,gwas
2828,genome,gwas
2829,genome,gwas
2830,genome,gwas
2831,genome,gwas
2832,genome,gwas
2833,genome,gwas
2834,genome,gwas
2835,genome,gwas
2837,genome,gwas
2838,genome,gwas
2840,genome,gwas
2841,genome,gwas
2842,genome,gwas
2843,genome,gwas
2844,genome,gwas
2845,genome,gwas
2846,genome,gwas
2847,genome,gwas
2848,genome,gwas
2849,genome,gwas
2850,genome,gwas
133923,genome,gwas
2852,genome,gwas
2853,genome,gwas
2854,genome,gwas
2856,genome,gwas
2857,genome,gwas
2859,genome,gwas
2861,genome,gwas
2862,genome,gwas
2863,genome,gwas
2864,genome,gwas
2865,genome,gwas
2866,genome,gwas
2867,genome,gwas
2868,genome,gwas
2869,genome,gwas
2870,genome,gwas
101927367,genome,gwas
2872,genome,gwas
2873,genome,gwas
2874,genome,gwas
2875,genome,gwas
2876,genome,gwas
2877,genome,gwas
2878,genome,gwas
2879,genome,gwas
2880,genome,gwas
2882,genome,gwas
2885,genome,gwas
2886,genome,gwas
2887,genome,gwas
2888,genome,gwas
2889,genome,gwas
2890,genome,gwas
2891,genome,gwas
2892,genome,gwas
2893,genome,gwas
2894,genome,gwas
2895,genome,gwas
2896,genome,gwas
2897,genome,gwas
2898,genome,gwas
2899,genome,gwas
2900,genome,gwas
2901,genome,gwas
2902,genome,gwas
2903,genome,gwas
2904,genome,gwas
2905,genome,gwas
2906,genome,gwas
2907,genome,gwas
2908,genome,gwas
2909,genome,gwas
2911,genome,gwas
2912,genome,gwas
2913,genome,gwas
2914,genome,gwas
2915,genome,gwas
2916,genome,gwas
2917,genome,gwas
2918,genome,gwas
2919,genome,gwas
2920,genome,gwas
2921,genome,gwas
2922,genome,gwas
2923,genome,gwas
2925,genome,gwas
2926,genome,gwas
280636,genome,gwas
2928,genome,gwas
2931,genome,gwas
2932,genome,gwas
2934,genome,gwas
2935,genome,gwas
2936,genome,gwas
2937,genome,gwas
2938,genome,gwas
2939,genome,gwas
2940,genome,gwas
2941,genome,gwas
2944,genome,gwas
2946,genome,gwas
2947,genome,gwas
2948,genome,gwas
2949,genome,gwas
2950,genome,gwas
494470,genome,gwas
729533,genome,gwas
2953,genome,gwas
2954,genome,gwas
166793,genome,gwas
2956,genome,gwas
2957,genome,gwas
2958,genome,gwas
2959,genome,gwas
2960,genome,gwas
2961,genome,gwas
2962,genome,gwas
2963,genome,gwas
2965,genome,gwas
2966,genome,gwas
2967,genome,gwas
2968,genome,gwas
2969,genome,gwas
2971,genome,gwas
2972,genome,gwas
2975,genome,gwas
2976,genome,gwas
2977,genome,gwas
2978,genome,gwas
2979,genome,gwas
2980,genome,gwas
2981,genome,gwas
2982,genome,gwas
2983,genome,gwas
2984,genome,gwas
166824,genome,gwas
2986,genome,gwas
2987,genome,gwas
2990,genome,gwas
2992,genome,gwas
2993,genome,gwas
2994,genome,gwas
2995,genome,gwas
2996,genome,gwas
2997,genome,gwas
2998,genome,gwas
2999,genome,gwas
3000,genome,gwas
3001,genome,gwas
3002,genome,gwas
3003,genome,gwas
3004,genome,gwas
3005,genome,gwas
3006,genome,gwas
3007,genome,gwas
3008,genome,gwas
3009,genome,gwas
3010,genome,gwas
134083,genome,gwas
3012,genome,gwas
3013,genome,gwas
3014,genome,gwas
3015,genome,gwas
3017,genome,gwas
3018,genome,gwas
3020,genome,gwas
3021,genome,gwas
166863,genome,gwas
3024,genome,gwas
3026,genome,gwas
3028,genome,gwas
3029,genome,gwas
3030,genome,gwas
494551,genome,gwas
3032,genome,gwas
3033,genome,gwas
3034,genome,gwas
3035,genome,gwas
3036,genome,gwas
3037,genome,gwas
3038,genome,gwas
3039,genome,gwas
3040,genome,gwas
134111,genome,gwas
3042,genome,gwas
3043,genome,gwas
280658,genome,gwas
3045,genome,gwas
3046,genome,gwas
3047,genome,gwas
3048,genome,gwas
3049,genome,gwas
3050,genome,gwas
134121,genome,gwas
3052,genome,gwas
3053,genome,gwas
3054,genome,gwas
3055,genome,gwas
645382,genome,gwas
3059,genome,gwas
3060,genome,gwas
3061,genome,gwas
3062,genome,gwas
3064,genome,gwas
3065,genome,gwas
3066,genome,gwas
3067,genome,gwas
3068,genome,gwas
3069,genome,gwas
3070,genome,gwas
3071,genome,gwas
199675,genome,gwas
3073,genome,gwas
3074,genome,gwas
134145,genome,gwas
134147,genome,gwas
3077,genome,gwas
3078,genome,gwas
3080,genome,gwas
3081,genome,gwas
3082,genome,gwas
3083,genome,gwas
3084,genome,gwas
199692,genome,gwas
3087,genome,gwas
166929,genome,gwas
3090,genome,gwas
3091,genome,gwas
3092,genome,gwas
3093,genome,gwas
3094,genome,gwas
124359,genome,gwas
3096,genome,gwas
3097,genome,gwas
3098,genome,gwas
3099,genome,gwas
199699,genome,gwas
3101,genome,gwas
199704,genome,gwas
3104,genome,gwas
3105,genome,gwas
3106,genome,gwas
3107,genome,gwas
3108,genome,gwas
3109,genome,gwas
3110,genome,gwas
3111,genome,gwas
3112,genome,gwas
3113,genome,gwas
199713,genome,gwas
3115,genome,gwas
134187,genome,gwas
3117,genome,gwas
3118,genome,gwas
3119,genome,gwas
3120,genome,gwas
199720,genome,gwas
3122,genome,gwas
3123,genome,gwas
199731,genome,gwas
3127,genome,gwas
166968,genome,gwas
3131,genome,gwas
3133,genome,gwas
3134,genome,gwas
3135,genome,gwas
199745,genome,gwas
199746,genome,gwas
166979,genome,gwas
3140,genome,gwas
3141,genome,gwas
3142,genome,gwas
3145,genome,gwas
3146,genome,gwas
134218,genome,gwas
3148,genome,gwas
3149,genome,gwas
3150,genome,gwas
3151,genome,gwas
645402,genome,gwas
3155,genome,gwas
3156,genome,gwas
3157,genome,gwas
3158,genome,gwas
3159,genome,gwas
3161,genome,gwas
3162,genome,gwas
3163,genome,gwas
3164,genome,gwas
3166,genome,gwas
3167,genome,gwas
3169,genome,gwas
3170,genome,gwas
3171,genome,gwas
3172,genome,gwas
199777,genome,gwas
3174,genome,gwas
3175,genome,gwas
3176,genome,gwas
3177,genome,gwas
3178,genome,gwas
199786,genome,gwas
3181,genome,gwas
3182,genome,gwas
3183,genome,gwas
3184,genome,gwas
3185,genome,gwas
3187,genome,gwas
3188,genome,gwas
3189,genome,gwas
3190,genome,gwas
3191,genome,gwas
3192,genome,gwas
134265,genome,gwas
134266,genome,gwas
3195,genome,gwas
3196,genome,gwas
199800,genome,gwas
3198,genome,gwas
3199,genome,gwas
3200,genome,gwas
3201,genome,gwas
3202,genome,gwas
3203,genome,gwas
3204,genome,gwas
3205,genome,gwas
3206,genome,gwas
3207,genome,gwas
3208,genome,gwas
3209,genome,gwas
645414,genome,gwas
3211,genome,gwas
3212,genome,gwas
3213,genome,gwas
3214,genome,gwas
3215,genome,gwas
3216,genome,gwas
3217,genome,gwas
3218,genome,gwas
3219,genome,gwas
134285,genome,gwas
3221,genome,gwas
134288,genome,gwas
3223,genome,gwas
3224,genome,gwas
3225,genome,gwas
3226,genome,gwas
3227,genome,gwas
3228,genome,gwas
3229,genome,gwas
199834,genome,gwas
3231,genome,gwas
3232,genome,gwas
3233,genome,gwas
3234,genome,gwas
3235,genome,gwas
3236,genome,gwas
3237,genome,gwas
3238,genome,gwas
3239,genome,gwas
3240,genome,gwas
3241,genome,gwas
3242,genome,gwas
3248,genome,gwas
3249,genome,gwas
3250,genome,gwas
3251,genome,gwas
199857,genome,gwas
3257,genome,gwas
199870,genome,gwas
3263,genome,gwas
645425,genome,gwas
3265,genome,gwas
3266,genome,gwas
3267,genome,gwas
3268,genome,gwas
3269,genome,gwas
3270,genome,gwas
645426,genome,gwas
3273,genome,gwas
3274,genome,gwas
3275,genome,gwas
3276,genome,gwas
3280,genome,gwas
3281,genome,gwas
134353,genome,gwas
3283,genome,gwas
3284,genome,gwas
134359,genome,gwas
167127,genome,gwas
255426,genome,gwas
3290,genome,gwas
3291,genome,gwas
3292,genome,gwas
3293,genome,gwas
3294,genome,gwas
3295,genome,gwas
3297,genome,gwas
3298,genome,gwas
3299,genome,gwas
3300,genome,gwas
3301,genome,gwas
645432,genome,gwas
3303,genome,gwas
3304,genome,gwas
3305,genome,gwas
3306,genome,gwas
3308,genome,gwas
3309,genome,gwas
3310,genome,gwas
3312,genome,gwas
3313,genome,gwas
167153,genome,gwas
3315,genome,gwas
3316,genome,gwas
199920,genome,gwas
134391,genome,gwas
3320,genome,gwas
3321,genome,gwas
3326,genome,gwas
3329,genome,gwas
3336,genome,gwas
3337,genome,gwas
3338,genome,gwas
3339,genome,gwas
3340,genome,gwas
222865,genome,gwas
3344,genome,gwas
199953,genome,gwas
3346,genome,gwas
3347,genome,gwas
3350,genome,gwas
3351,genome,gwas
3352,genome,gwas
3354,genome,gwas
3355,genome,gwas
3356,genome,gwas
3357,genome,gwas
3358,genome,gwas
3359,genome,gwas
3360,genome,gwas
3361,genome,gwas
3362,genome,gwas
3363,genome,gwas
3364,genome,gwas
134429,genome,gwas
134430,genome,gwas
150465,genome,gwas
199974,genome,gwas
3371,genome,gwas
3373,genome,gwas
3375,genome,gwas
3376,genome,gwas
150468,genome,gwas
3381,genome,gwas
3382,genome,gwas
3383,genome,gwas
3384,genome,gwas
3385,genome,gwas
3386,genome,gwas
167227,genome,gwas
199990,genome,gwas
3394,genome,gwas
3396,genome,gwas
3397,genome,gwas
3398,genome,gwas
3399,genome,gwas
3400,genome,gwas
150472,genome,gwas
200008,genome,gwas
200010,genome,gwas
101059915,genome,gwas
200014,genome,gwas
101059918,genome,gwas
3416,genome,gwas
3417,genome,gwas
3418,genome,gwas
3419,genome,gwas
3420,genome,gwas
3421,genome,gwas
3422,genome,gwas
3423,genome,gwas
134492,genome,gwas
3425,genome,gwas
3426,genome,gwas
200030,genome,gwas
3428,genome,gwas
3429,genome,gwas
3430,genome,gwas
3431,genome,gwas
200035,genome,gwas
3433,genome,gwas
3434,genome,gwas
101059938,genome,gwas
101059948,genome,gwas
3437,genome,gwas
134510,genome,gwas
3439,genome,gwas
3440,genome,gwas
3441,genome,gwas
3442,genome,gwas
3443,genome,gwas
3444,genome,gwas
