gene_ncbi,set,type
200172,hits,transcriptomics
134637,hits,transcriptomics
3566,hits,transcriptomics
3565,hits,transcriptomics
3568,hits,transcriptomics
3569,hits,transcriptomics
3570,hits,transcriptomics
167410,hits,transcriptomics
3572,hits,transcriptomics
3567,hits,transcriptomics
3574,hits,transcriptomics
3575,hits,transcriptomics
3576,hits,transcriptomics
3577,hits,transcriptomics
200186,hits,transcriptomics
3579,hits,transcriptomics
200185,hits,transcriptomics
3581,hits,transcriptomics
3578,hits,transcriptomics
3586,hits,transcriptomics
3587,hits,transcriptomics
3588,hits,transcriptomics
3589,hits,transcriptomics
3590,hits,transcriptomics
3592,hits,transcriptomics
3593,hits,transcriptomics
3594,hits,transcriptomics
3595,hits,transcriptomics
3596,hits,transcriptomics
3597,hits,transcriptomics
200205,hits,transcriptomics
3598,hits,transcriptomics
3600,hits,transcriptomics
3601,hits,transcriptomics
3603,hits,transcriptomics
3604,hits,transcriptomics
3605,hits,transcriptomics
3606,hits,transcriptomics
3607,hits,transcriptomics
3608,hits,transcriptomics
3609,hits,transcriptomics
3611,hits,transcriptomics
3612,hits,transcriptomics
3613,hits,transcriptomics
3614,hits,transcriptomics
3615,hits,transcriptomics
3617,hits,transcriptomics
3619,hits,transcriptomics
3620,hits,transcriptomics
3621,hits,transcriptomics
3622,hits,transcriptomics
3623,hits,transcriptomics
3624,hits,transcriptomics
3625,hits,transcriptomics
3626,hits,transcriptomics
3627,hits,transcriptomics
3628,hits,transcriptomics
167465,hits,transcriptomics
134701,hits,transcriptomics
3631,hits,transcriptomics
3632,hits,transcriptomics
3633,hits,transcriptomics
3630,hits,transcriptomics
3635,hits,transcriptomics
3636,hits,transcriptomics
3638,hits,transcriptomics
3640,hits,transcriptomics
3641,hits,transcriptomics
3642,hits,transcriptomics
3643,hits,transcriptomics
3645,hits,transcriptomics
3646,hits,transcriptomics
3651,hits,transcriptomics
3652,hits,transcriptomics
59342,hits,transcriptomics
3654,hits,transcriptomics
3655,hits,transcriptomics
3656,hits,transcriptomics
134728,hits,transcriptomics
3658,hits,transcriptomics
3659,hits,transcriptomics
3660,hits,transcriptomics
3661,hits,transcriptomics
3662,hits,transcriptomics
3663,hits,transcriptomics
3664,hits,transcriptomics
3665,hits,transcriptomics
59344,hits,transcriptomics
3667,hits,transcriptomics
3669,hits,transcriptomics
3670,hits,transcriptomics
3671,hits,transcriptomics
3672,hits,transcriptomics
3673,hits,transcriptomics
3674,hits,transcriptomics
3675,hits,transcriptomics
3676,hits,transcriptomics
3678,hits,transcriptomics
3679,hits,transcriptomics
3680,hits,transcriptomics
3681,hits,transcriptomics
3682,hits,transcriptomics
3683,hits,transcriptomics
3684,hits,transcriptomics
3685,hits,transcriptomics
3687,hits,transcriptomics
3688,hits,transcriptomics
3689,hits,transcriptomics
3690,hits,transcriptomics
3691,hits,transcriptomics
3692,hits,transcriptomics
3693,hits,transcriptomics
3694,hits,transcriptomics
3695,hits,transcriptomics
3696,hits,transcriptomics
101060200,hits,transcriptomics
3698,hits,transcriptomics
3699,hits,transcriptomics
3697,hits,transcriptomics
3700,hits,transcriptomics
3702,hits,transcriptomics
3703,hits,transcriptomics
3704,hits,transcriptomics
3705,hits,transcriptomics
3706,hits,transcriptomics
3707,hits,transcriptomics
200316,hits,transcriptomics
3709,hits,transcriptomics
3710,hits,transcriptomics
200315,hits,transcriptomics
3712,hits,transcriptomics
3713,hits,transcriptomics
3714,hits,transcriptomics
101060226,hits,transcriptomics
3716,hits,transcriptomics
3717,hits,transcriptomics
3718,hits,transcriptomics
167555,hits,transcriptomics
3720,hits,transcriptomics
3725,hits,transcriptomics
3726,hits,transcriptomics
3727,hits,transcriptomics
3728,hits,transcriptomics
3730,hits,transcriptomics
3732,hits,transcriptomics
3735,hits,transcriptomics
3736,hits,transcriptomics
3737,hits,transcriptomics
3738,hits,transcriptomics
3739,hits,transcriptomics
3741,hits,transcriptomics
200350,hits,transcriptomics
3743,hits,transcriptomics
3744,hits,transcriptomics
3745,hits,transcriptomics
3746,hits,transcriptomics
3747,hits,transcriptomics
3748,hits,transcriptomics
3749,hits,transcriptomics
3750,hits,transcriptomics
3751,hits,transcriptomics
3752,hits,transcriptomics
3753,hits,transcriptomics
3754,hits,transcriptomics
3755,hits,transcriptomics
3756,hits,transcriptomics
3757,hits,transcriptomics
134829,hits,transcriptomics
3759,hits,transcriptomics
3760,hits,transcriptomics
3761,hits,transcriptomics
3762,hits,transcriptomics
3763,hits,transcriptomics
3764,hits,transcriptomics
3765,hits,transcriptomics
3766,hits,transcriptomics
3767,hits,transcriptomics
200373,hits,transcriptomics
3769,hits,transcriptomics
3770,hits,transcriptomics
3768,hits,transcriptomics
3772,hits,transcriptomics
3773,hits,transcriptomics
3775,hits,transcriptomics
3776,hits,transcriptomics
3777,hits,transcriptomics
3778,hits,transcriptomics
3779,hits,transcriptomics
3780,hits,transcriptomics
3781,hits,transcriptomics
3782,hits,transcriptomics
3783,hits,transcriptomics
3784,hits,transcriptomics
3785,hits,transcriptomics
3786,hits,transcriptomics
3787,hits,transcriptomics
3788,hits,transcriptomics
134860,hits,transcriptomics
3790,hits,transcriptomics
3791,hits,transcriptomics
3792,hits,transcriptomics
3795,hits,transcriptomics
3796,hits,transcriptomics
3797,hits,transcriptomics
3798,hits,transcriptomics
3799,hits,transcriptomics
200407,hits,transcriptomics
3801,hits,transcriptomics
3800,hits,transcriptomics
200403,hits,transcriptomics
3804,hits,transcriptomics
3805,hits,transcriptomics
3802,hits,transcriptomics
3809,hits,transcriptomics
3811,hits,transcriptomics
3812,hits,transcriptomics
3814,hits,transcriptomics
3815,hits,transcriptomics
200424,hits,transcriptomics
3816,hits,transcriptomics
3818,hits,transcriptomics
3817,hits,transcriptomics
3820,hits,transcriptomics
3821,hits,transcriptomics
3822,hits,transcriptomics
3823,hits,transcriptomics
3824,hits,transcriptomics
3827,hits,transcriptomics
3831,hits,transcriptomics
3832,hits,transcriptomics
3833,hits,transcriptomics
3834,hits,transcriptomics
3835,hits,transcriptomics
3836,hits,transcriptomics
3837,hits,transcriptomics
3838,hits,transcriptomics
3839,hits,transcriptomics
3840,hits,transcriptomics
3841,hits,transcriptomics
3842,hits,transcriptomics
3843,hits,transcriptomics
167681,hits,transcriptomics
3845,hits,transcriptomics
3846,hits,transcriptomics
3848,hits,transcriptomics
3849,hits,transcriptomics
3850,hits,transcriptomics
3851,hits,transcriptomics
3852,hits,transcriptomics
3853,hits,transcriptomics
3854,hits,transcriptomics
3855,hits,transcriptomics
3856,hits,transcriptomics
167691,hits,transcriptomics
3858,hits,transcriptomics
3859,hits,transcriptomics
3860,hits,transcriptomics
3861,hits,transcriptomics
3857,hits,transcriptomics
101060376,hits,transcriptomics
3866,hits,transcriptomics
3868,hits,transcriptomics
3872,hits,transcriptomics
3875,hits,transcriptomics
3880,hits,transcriptomics
3881,hits,transcriptomics
3882,hits,transcriptomics
3883,hits,transcriptomics
3884,hits,transcriptomics
134957,hits,transcriptomics
3885,hits,transcriptomics
3887,hits,transcriptomics
3886,hits,transcriptomics
3888,hits,transcriptomics
3889,hits,transcriptomics
3890,hits,transcriptomics
3892,hits,transcriptomics
3891,hits,transcriptomics
3895,hits,transcriptomics
200504,hits,transcriptomics
3897,hits,transcriptomics
3898,hits,transcriptomics
3899,hits,transcriptomics
3902,hits,transcriptomics
3903,hits,transcriptomics
3904,hits,transcriptomics
3906,hits,transcriptomics
3908,hits,transcriptomics
3909,hits,transcriptomics
3910,hits,transcriptomics
3911,hits,transcriptomics
3912,hits,transcriptomics
3913,hits,transcriptomics
3914,hits,transcriptomics
3915,hits,transcriptomics
3916,hits,transcriptomics
200523,hits,transcriptomics
3918,hits,transcriptomics
3920,hits,transcriptomics
3921,hits,transcriptomics
3925,hits,transcriptomics
3927,hits,transcriptomics
3929,hits,transcriptomics
3930,hits,transcriptomics
3931,hits,transcriptomics
3932,hits,transcriptomics
200539,hits,transcriptomics
3934,hits,transcriptomics
3933,hits,transcriptomics
3936,hits,transcriptomics
3937,hits,transcriptomics
3938,hits,transcriptomics
3939,hits,transcriptomics
3945,hits,transcriptomics
3948,hits,transcriptomics
3949,hits,transcriptomics
200558,hits,transcriptomics
3950,hits,transcriptomics
3952,hits,transcriptomics
3953,hits,transcriptomics
3954,hits,transcriptomics
3955,hits,transcriptomics
3956,hits,transcriptomics
3957,hits,transcriptomics
3958,hits,transcriptomics
3959,hits,transcriptomics
3960,hits,transcriptomics
3963,hits,transcriptomics
3964,hits,transcriptomics
3965,hits,transcriptomics
200576,hits,transcriptomics
3972,hits,transcriptomics
3973,hits,transcriptomics
3975,hits,transcriptomics
3976,hits,transcriptomics
3977,hits,transcriptomics
3978,hits,transcriptomics
3980,hits,transcriptomics
3981,hits,transcriptomics
3982,hits,transcriptomics
3983,hits,transcriptomics
3984,hits,transcriptomics
3985,hits,transcriptomics
167826,hits,transcriptomics
3987,hits,transcriptomics
3988,hits,transcriptomics
3990,hits,transcriptomics
3991,hits,transcriptomics
3992,hits,transcriptomics
3993,hits,transcriptomics
3995,hits,transcriptomics
3996,hits,transcriptomics
3998,hits,transcriptomics
167838,hits,transcriptomics
4000,hits,transcriptomics
4001,hits,transcriptomics
4004,hits,transcriptomics
4005,hits,transcriptomics
4007,hits,transcriptomics
4008,hits,transcriptomics
4009,hits,transcriptomics
4010,hits,transcriptomics
4012,hits,transcriptomics
4013,hits,transcriptomics
4014,hits,transcriptomics
4015,hits,transcriptomics
4016,hits,transcriptomics
4017,hits,transcriptomics
4018,hits,transcriptomics
4023,hits,transcriptomics
4025,hits,transcriptomics
4026,hits,transcriptomics
200634,hits,transcriptomics
4033,hits,transcriptomics
4034,hits,transcriptomics
4035,hits,transcriptomics
4036,hits,transcriptomics
4037,hits,transcriptomics
4038,hits,transcriptomics
4040,hits,transcriptomics
4041,hits,transcriptomics
135114,hits,transcriptomics
4043,hits,transcriptomics
135112,hits,transcriptomics
4045,hits,transcriptomics
4046,hits,transcriptomics
4047,hits,transcriptomics
4048,hits,transcriptomics
4049,hits,transcriptomics
4050,hits,transcriptomics
4051,hits,transcriptomics
4052,hits,transcriptomics
4053,hits,transcriptomics
4054,hits,transcriptomics
4055,hits,transcriptomics
4056,hits,transcriptomics
4057,hits,transcriptomics
4058,hits,transcriptomics
4059,hits,transcriptomics
4060,hits,transcriptomics
4061,hits,transcriptomics
4062,hits,transcriptomics
4063,hits,transcriptomics
4064,hits,transcriptomics
4065,hits,transcriptomics
4066,hits,transcriptomics
4067,hits,transcriptomics
4068,hits,transcriptomics
4069,hits,transcriptomics
4070,hits,transcriptomics
4071,hits,transcriptomics
4072,hits,transcriptomics
135138,hits,transcriptomics
4074,hits,transcriptomics
4076,hits,transcriptomics
4077,hits,transcriptomics
135152,hits,transcriptomics
4081,hits,transcriptomics
4082,hits,transcriptomics
135154,hits,transcriptomics
4084,hits,transcriptomics
4085,hits,transcriptomics
4086,hits,transcriptomics
4087,hits,transcriptomics
4088,hits,transcriptomics
4089,hits,transcriptomics
4090,hits,transcriptomics
4091,hits,transcriptomics
4092,hits,transcriptomics
4093,hits,transcriptomics
4094,hits,transcriptomics
4097,hits,transcriptomics
4099,hits,transcriptomics
4100,hits,transcriptomics
4101,hits,transcriptomics
4102,hits,transcriptomics
4103,hits,transcriptomics
4105,hits,transcriptomics
4107,hits,transcriptomics
4109,hits,transcriptomics
4110,hits,transcriptomics
4111,hits,transcriptomics
4112,hits,transcriptomics
4113,hits,transcriptomics
4114,hits,transcriptomics
4116,hits,transcriptomics
4117,hits,transcriptomics
4118,hits,transcriptomics
200726,hits,transcriptomics
200728,hits,transcriptomics
4121,hits,transcriptomics
4122,hits,transcriptomics
4123,hits,transcriptomics
4124,hits,transcriptomics
4125,hits,transcriptomics
4126,hits,transcriptomics
200734,hits,transcriptomics
4128,hits,transcriptomics
4129,hits,transcriptomics
4130,hits,transcriptomics
4131,hits,transcriptomics
4133,hits,transcriptomics
4134,hits,transcriptomics
4135,hits,transcriptomics
4137,hits,transcriptomics
4139,hits,transcriptomics
4140,hits,transcriptomics
4141,hits,transcriptomics
4142,hits,transcriptomics
4143,hits,transcriptomics
4144,hits,transcriptomics
4145,hits,transcriptomics
4146,hits,transcriptomics
4147,hits,transcriptomics
4148,hits,transcriptomics
4149,hits,transcriptomics
4150,hits,transcriptomics
4151,hits,transcriptomics
4152,hits,transcriptomics
4153,hits,transcriptomics
4154,hits,transcriptomics
4155,hits,transcriptomics
135228,hits,transcriptomics
200765,hits,transcriptomics
4158,hits,transcriptomics
4157,hits,transcriptomics
825,hits,transcriptomics
4161,hits,transcriptomics
4162,hits,transcriptomics
4163,hits,transcriptomics
168002,hits,transcriptomics
4160,hits,transcriptomics
4166,hits,transcriptomics
4159,hits,transcriptomics
4168,hits,transcriptomics
4171,hits,transcriptomics
4172,hits,transcriptomics
4173,hits,transcriptomics
4174,hits,transcriptomics
4175,hits,transcriptomics
4176,hits,transcriptomics
101060684,hits,transcriptomics
4179,hits,transcriptomics
4184,hits,transcriptomics
4185,hits,transcriptomics
4188,hits,transcriptomics
4189,hits,transcriptomics
4190,hits,transcriptomics
4191,hits,transcriptomics
4192,hits,transcriptomics
4193,hits,transcriptomics
4194,hits,transcriptomics
4199,hits,transcriptomics
4200,hits,transcriptomics
4201,hits,transcriptomics
4204,hits,transcriptomics
4205,hits,transcriptomics
4208,hits,transcriptomics
4209,hits,transcriptomics
4210,hits,transcriptomics
4211,hits,transcriptomics
4212,hits,transcriptomics
4214,hits,transcriptomics
4215,hits,transcriptomics
4216,hits,transcriptomics
4217,hits,transcriptomics
4218,hits,transcriptomics
135293,hits,transcriptomics
4222,hits,transcriptomics
135295,hits,transcriptomics
4221,hits,transcriptomics
4223,hits,transcriptomics
4224,hits,transcriptomics
4225,hits,transcriptomics
4232,hits,transcriptomics
4233,hits,transcriptomics
4234,hits,transcriptomics
200844,hits,transcriptomics
4237,hits,transcriptomics
4238,hits,transcriptomics
200845,hits,transcriptomics
4240,hits,transcriptomics
4241,hits,transcriptomics
4236,hits,transcriptomics
4242,hits,transcriptomics
4239,hits,transcriptomics
4245,hits,transcriptomics
4246,hits,transcriptomics
4247,hits,transcriptomics
4248,hits,transcriptomics
4249,hits,transcriptomics
168090,hits,transcriptomics
4250,hits,transcriptomics
4253,hits,transcriptomics
4254,hits,transcriptomics
4255,hits,transcriptomics
4256,hits,transcriptomics
4257,hits,transcriptomics
4258,hits,transcriptomics
4259,hits,transcriptomics
4261,hits,transcriptomics
4267,hits,transcriptomics
200879,hits,transcriptomics
4277,hits,transcriptomics
4281,hits,transcriptomics
4282,hits,transcriptomics
4283,hits,transcriptomics
4285,hits,transcriptomics
4286,hits,transcriptomics
200894,hits,transcriptomics
4288,hits,transcriptomics
4289,hits,transcriptomics
200895,hits,transcriptomics
4291,hits,transcriptomics
4287,hits,transcriptomics
4293,hits,transcriptomics
4294,hits,transcriptomics
4292,hits,transcriptomics
4296,hits,transcriptomics
4297,hits,transcriptomics
4298,hits,transcriptomics
4299,hits,transcriptomics
4300,hits,transcriptomics
4301,hits,transcriptomics
4302,hits,transcriptomics
4303,hits,transcriptomics
4295,hits,transcriptomics
4306,hits,transcriptomics
200916,hits,transcriptomics
4308,hits,transcriptomics
4311,hits,transcriptomics
4312,hits,transcriptomics
4313,hits,transcriptomics
4314,hits,transcriptomics
4316,hits,transcriptomics
4317,hits,transcriptomics
4318,hits,transcriptomics
4319,hits,transcriptomics
4320,hits,transcriptomics
4321,hits,transcriptomics
4322,hits,transcriptomics
4323,hits,transcriptomics
4324,hits,transcriptomics
4325,hits,transcriptomics
200933,hits,transcriptomics
4327,hits,transcriptomics
4326,hits,transcriptomics
4329,hits,transcriptomics
4330,hits,transcriptomics
4331,hits,transcriptomics
200931,hits,transcriptomics
135398,hits,transcriptomics
200942,hits,transcriptomics
4335,hits,transcriptomics
4332,hits,transcriptomics
4337,hits,transcriptomics
4338,hits,transcriptomics
4336,hits,transcriptomics
4340,hits,transcriptomics
4342,hits,transcriptomics
4343,hits,transcriptomics
4345,hits,transcriptomics
200958,hits,transcriptomics
4351,hits,transcriptomics
4350,hits,transcriptomics
4352,hits,transcriptomics
4354,hits,transcriptomics
4355,hits,transcriptomics
4356,hits,transcriptomics
4357,hits,transcriptomics
4358,hits,transcriptomics
4359,hits,transcriptomics
4360,hits,transcriptomics
4361,hits,transcriptomics
4353,hits,transcriptomics
4363,hits,transcriptomics
135458,hits,transcriptomics
66004,hits,transcriptomics
66005,hits,transcriptomics
4430,hits,transcriptomics
4435,hits,transcriptomics
4436,hits,transcriptomics
4437,hits,transcriptomics
4438,hits,transcriptomics
4439,hits,transcriptomics
4440,hits,transcriptomics
4477,hits,transcriptomics
4478,hits,transcriptomics
4481,hits,transcriptomics
4482,hits,transcriptomics
4485,hits,transcriptomics
4486,hits,transcriptomics
4487,hits,transcriptomics
4488,hits,transcriptomics
4489,hits,transcriptomics
266629,hits,transcriptomics
4490,hits,transcriptomics
4493,hits,transcriptomics
4494,hits,transcriptomics
4495,hits,transcriptomics
4496,hits,transcriptomics
4499,hits,transcriptomics
4501,hits,transcriptomics
4502,hits,transcriptomics
4504,hits,transcriptomics
4507,hits,transcriptomics
266655,hits,transcriptomics
4515,hits,transcriptomics
4520,hits,transcriptomics
4521,hits,transcriptomics
4522,hits,transcriptomics
790955,hits,transcriptomics
4524,hits,transcriptomics
201134,hits,transcriptomics
4528,hits,transcriptomics
266675,hits,transcriptomics
201140,hits,transcriptomics
168374,hits,transcriptomics
4534,hits,transcriptomics
4542,hits,transcriptomics
4543,hits,transcriptomics
4544,hits,transcriptomics
4547,hits,transcriptomics
4548,hits,transcriptomics
201158,hits,transcriptomics
168391,hits,transcriptomics
4552,hits,transcriptomics
201161,hits,transcriptomics
201163,hits,transcriptomics
201164,hits,transcriptomics
168400,hits,transcriptomics
26232,hits,transcriptomics
51373,hits,transcriptomics
201176,hits,transcriptomics
135644,hits,transcriptomics
201181,hits,transcriptomics
266722,hits,transcriptomics
4580,hits,transcriptomics
4582,hits,transcriptomics
266727,hits,transcriptomics
135656,hits,transcriptomics
4585,hits,transcriptomics
201191,hits,transcriptomics
4583,hits,transcriptomics
4588,hits,transcriptomics
4586,hits,transcriptomics
4584,hits,transcriptomics
4591,hits,transcriptomics
4589,hits,transcriptomics
4593,hits,transcriptomics
4594,hits,transcriptomics
4595,hits,transcriptomics
168433,hits,transcriptomics
4597,hits,transcriptomics
4598,hits,transcriptomics
4599,hits,transcriptomics
4600,hits,transcriptomics
4601,hits,transcriptomics
4602,hits,transcriptomics
4603,hits,transcriptomics
4604,hits,transcriptomics
4605,hits,transcriptomics
4606,hits,transcriptomics
266747,hits,transcriptomics
4608,hits,transcriptomics
4609,hits,transcriptomics
4610,hits,transcriptomics
168451,hits,transcriptomics
4607,hits,transcriptomics
4613,hits,transcriptomics
168448,hits,transcriptomics
4615,hits,transcriptomics
4616,hits,transcriptomics
168455,hits,transcriptomics
4618,hits,transcriptomics
4619,hits,transcriptomics
4620,hits,transcriptomics
4621,hits,transcriptomics
4622,hits,transcriptomics
201229,hits,transcriptomics
201232,hits,transcriptomics
4625,hits,transcriptomics
4624,hits,transcriptomics
4627,hits,transcriptomics
4628,hits,transcriptomics
4629,hits,transcriptomics
4626,hits,transcriptomics
4632,hits,transcriptomics
4633,hits,transcriptomics
4634,hits,transcriptomics
4635,hits,transcriptomics
4636,hits,transcriptomics
4637,hits,transcriptomics
4638,hits,transcriptomics
201243,hits,transcriptomics
4640,hits,transcriptomics
4641,hits,transcriptomics
4642,hits,transcriptomics
4643,hits,transcriptomics
4644,hits,transcriptomics
4645,hits,transcriptomics
4646,hits,transcriptomics
201255,hits,transcriptomics
4647,hits,transcriptomics
4648,hits,transcriptomics
4650,hits,transcriptomics
4651,hits,transcriptomics
4649,hits,transcriptomics
201254,hits,transcriptomics
4653,hits,transcriptomics
4654,hits,transcriptomics
4656,hits,transcriptomics
201266,hits,transcriptomics
4659,hits,transcriptomics
4660,hits,transcriptomics
4661,hits,transcriptomics
4664,hits,transcriptomics
4665,hits,transcriptomics
4666,hits,transcriptomics
168507,hits,transcriptomics
266812,hits,transcriptomics
4669,hits,transcriptomics
4670,hits,transcriptomics
4671,hits,transcriptomics
4668,hits,transcriptomics
4673,hits,transcriptomics
4674,hits,transcriptomics
4675,hits,transcriptomics
4676,hits,transcriptomics
4677,hits,transcriptomics
4678,hits,transcriptomics
4680,hits,transcriptomics
4682,hits,transcriptomics
4683,hits,transcriptomics
201292,hits,transcriptomics
4685,hits,transcriptomics
4686,hits,transcriptomics
201294,hits,transcriptomics
4688,hits,transcriptomics
4684,hits,transcriptomics
4689,hits,transcriptomics
4691,hits,transcriptomics
4690,hits,transcriptomics
4693,hits,transcriptomics
4694,hits,transcriptomics
4695,hits,transcriptomics
4696,hits,transcriptomics
201305,hits,transcriptomics
4698,hits,transcriptomics
4697,hits,transcriptomics
4700,hits,transcriptomics
4692,hits,transcriptomics
4702,hits,transcriptomics
4703,hits,transcriptomics
168544,hits,transcriptomics
4705,hits,transcriptomics
4706,hits,transcriptomics
4707,hits,transcriptomics
4708,hits,transcriptomics
4709,hits,transcriptomics
4704,hits,transcriptomics
4711,hits,transcriptomics
4712,hits,transcriptomics
4713,hits,transcriptomics
4714,hits,transcriptomics
4715,hits,transcriptomics
4716,hits,transcriptomics
4717,hits,transcriptomics
4718,hits,transcriptomics
4719,hits,transcriptomics
4720,hits,transcriptomics
4722,hits,transcriptomics
4723,hits,transcriptomics
4724,hits,transcriptomics
4725,hits,transcriptomics
4726,hits,transcriptomics
4728,hits,transcriptomics
4729,hits,transcriptomics
4731,hits,transcriptomics
4733,hits,transcriptomics
4734,hits,transcriptomics
4735,hits,transcriptomics
4736,hits,transcriptomics
4738,hits,transcriptomics
4739,hits,transcriptomics
4741,hits,transcriptomics
4744,hits,transcriptomics
4745,hits,transcriptomics
4747,hits,transcriptomics
4750,hits,transcriptomics
4751,hits,transcriptomics
4752,hits,transcriptomics
4753,hits,transcriptomics
944,hits,transcriptomics
4756,hits,transcriptomics
4758,hits,transcriptomics
4759,hits,transcriptomics
4760,hits,transcriptomics
4761,hits,transcriptomics
4762,hits,transcriptomics
4763,hits,transcriptomics
948,hits,transcriptomics
4771,hits,transcriptomics
4772,hits,transcriptomics
4773,hits,transcriptomics
4774,hits,transcriptomics
4775,hits,transcriptomics
4776,hits,transcriptomics
4778,hits,transcriptomics
4779,hits,transcriptomics
168620,hits,transcriptomics
4781,hits,transcriptomics
4782,hits,transcriptomics
4783,hits,transcriptomics
4784,hits,transcriptomics
4780,hits,transcriptomics
4790,hits,transcriptomics
4791,hits,transcriptomics
4792,hits,transcriptomics
4793,hits,transcriptomics
4794,hits,transcriptomics
4795,hits,transcriptomics
4796,hits,transcriptomics
4798,hits,transcriptomics
4799,hits,transcriptomics
4800,hits,transcriptomics
4801,hits,transcriptomics
4802,hits,transcriptomics
4803,hits,transcriptomics
4804,hits,transcriptomics
4807,hits,transcriptomics
4808,hits,transcriptomics
4809,hits,transcriptomics
4810,hits,transcriptomics
4811,hits,transcriptomics
4814,hits,transcriptomics
4815,hits,transcriptomics
135886,hits,transcriptomics
4817,hits,transcriptomics
4818,hits,transcriptomics
4820,hits,transcriptomics
4821,hits,transcriptomics
135892,hits,transcriptomics
4824,hits,transcriptomics
4825,hits,transcriptomics
4826,hits,transcriptomics
168667,hits,transcriptomics
4828,hits,transcriptomics
4829,hits,transcriptomics
4830,hits,transcriptomics
4831,hits,transcriptomics
4832,hits,transcriptomics
266977,hits,transcriptomics
4833,hits,transcriptomics
4835,hits,transcriptomics
4836,hits,transcriptomics
4837,hits,transcriptomics
4838,hits,transcriptomics
4839,hits,transcriptomics
4841,hits,transcriptomics
4842,hits,transcriptomics
4843,hits,transcriptomics
4846,hits,transcriptomics
4848,hits,transcriptomics
4849,hits,transcriptomics
4850,hits,transcriptomics
4851,hits,transcriptomics
4852,hits,transcriptomics
4853,hits,transcriptomics
4854,hits,transcriptomics
4855,hits,transcriptomics
4856,hits,transcriptomics
4857,hits,transcriptomics
267002,hits,transcriptomics
4858,hits,transcriptomics
4860,hits,transcriptomics
4861,hits,transcriptomics
4862,hits,transcriptomics
4863,hits,transcriptomics
4864,hits,transcriptomics
135932,hits,transcriptomics
135935,hits,transcriptomics
4867,hits,transcriptomics
201475,hits,transcriptomics
4869,hits,transcriptomics
267012,hits,transcriptomics
135946,hits,transcriptomics
267020,hits,transcriptomics
135948,hits,transcriptomics
4878,hits,transcriptomics
4879,hits,transcriptomics
4880,hits,transcriptomics
4881,hits,transcriptomics
4882,hits,transcriptomics
4883,hits,transcriptomics
4884,hits,transcriptomics
4885,hits,transcriptomics
4886,hits,transcriptomics
4887,hits,transcriptomics
4889,hits,transcriptomics
4891,hits,transcriptomics
4892,hits,transcriptomics
201501,hits,transcriptomics
4893,hits,transcriptomics
4897,hits,transcriptomics
4898,hits,transcriptomics
4899,hits,transcriptomics
4900,hits,transcriptomics
4901,hits,transcriptomics
4902,hits,transcriptomics
4904,hits,transcriptomics
4905,hits,transcriptomics
201514,hits,transcriptomics
4907,hits,transcriptomics
4908,hits,transcriptomics
4909,hits,transcriptomics
201516,hits,transcriptomics
4913,hits,transcriptomics
4914,hits,transcriptomics
4915,hits,transcriptomics
4916,hits,transcriptomics
4917,hits,transcriptomics
4919,hits,transcriptomics
4920,hits,transcriptomics
4921,hits,transcriptomics
4922,hits,transcriptomics
4923,hits,transcriptomics
4924,hits,transcriptomics
4925,hits,transcriptomics
4926,hits,transcriptomics
4927,hits,transcriptomics
4928,hits,transcriptomics
4929,hits,transcriptomics
4931,hits,transcriptomics
4935,hits,transcriptomics
4938,hits,transcriptomics
4939,hits,transcriptomics
4940,hits,transcriptomics
4942,hits,transcriptomics
4943,hits,transcriptomics
4946,hits,transcriptomics
4947,hits,transcriptomics
4948,hits,transcriptomics
4951,hits,transcriptomics
4952,hits,transcriptomics
4953,hits,transcriptomics
201562,hits,transcriptomics
4956,hits,transcriptomics
4957,hits,transcriptomics
4958,hits,transcriptomics
4967,hits,transcriptomics
4968,hits,transcriptomics
4969,hits,transcriptomics
4973,hits,transcriptomics
4975,hits,transcriptomics
4976,hits,transcriptomics
4978,hits,transcriptomics
136051,hits,transcriptomics
4982,hits,transcriptomics
4983,hits,transcriptomics
4985,hits,transcriptomics
4986,hits,transcriptomics
201595,hits,transcriptomics
4987,hits,transcriptomics
4988,hits,transcriptomics
4990,hits,transcriptomics
4991,hits,transcriptomics
4992,hits,transcriptomics
4993,hits,transcriptomics
4994,hits,transcriptomics
4995,hits,transcriptomics
4998,hits,transcriptomics
4999,hits,transcriptomics
5000,hits,transcriptomics
5001,hits,transcriptomics
5002,hits,transcriptomics
5004,hits,transcriptomics
5005,hits,transcriptomics
5007,hits,transcriptomics
5008,hits,transcriptomics
5009,hits,transcriptomics
168850,hits,transcriptomics
5010,hits,transcriptomics
5013,hits,transcriptomics
5015,hits,transcriptomics
5016,hits,transcriptomics
5017,hits,transcriptomics
201626,hits,transcriptomics
201627,hits,transcriptomics
5018,hits,transcriptomics
5021,hits,transcriptomics
5019,hits,transcriptomics
5023,hits,transcriptomics
201625,hits,transcriptomics
5025,hits,transcriptomics
5026,hits,transcriptomics
5020,hits,transcriptomics
5028,hits,transcriptomics
5029,hits,transcriptomics
5027,hits,transcriptomics
5031,hits,transcriptomics
5032,hits,transcriptomics
5033,hits,transcriptomics
5034,hits,transcriptomics
5030,hits,transcriptomics
5036,hits,transcriptomics
5037,hits,transcriptomics
157310,hits,transcriptomics
5042,hits,transcriptomics
5045,hits,transcriptomics
5046,hits,transcriptomics
5047,hits,transcriptomics
5048,hits,transcriptomics
5049,hits,transcriptomics
5050,hits,transcriptomics
