gene_ncbi,pubmed_id,mentioned,mentioned_citations,hit
10714.0,22634755,True,True,True
4935.0,22634755,False,False,True
23495.0,22673310,True,False,True
10644.0,22693455,False,False,True
54901.0,22693455,False,True,True
6934.0,22693455,False,True,True
284217.0,22693455,True,False,True
10363.0,22693455,False,True,True
79068.0,22693455,False,False,True
387715.0,22694956,False,True,True
7148.0,22694956,True,True,True
629.0,22694956,False,True,True
4855.0,22694956,True,True,True
55289.0,22700719,False,False,True
578.0,22700719,True,False,True
57476.0,22700719,False,False,True
3662.0,22700719,False,False,True
9722.0,22726844,False,False,True
6546.0,22726844,True,True,True
3113.0,22737229,False,True,True
3115.0,22737229,True,True,True
221692.0,22745674,True,True,True
51384.0,22792071,True,True,True
2859.0,22821403,True,True,True
6462.0,22829776,True,True,True
7157.0,22829776,False,False,True
221037.0,22829776,False,True,True
2646.0,22829776,False,False,True
123688.0,22837378,False,False,True
3360.0,22837378,True,True,True
57531.0,22941191,True,True,True
4004.0,22941191,False,True,True
389421.0,22941191,True,True,True
580.0,22941191,False,True,True
169792.0,22961080,False,True,True
92002.0,22961080,False,False,True
10125.0,22961080,True,True,True
6928.0,22961080,False,False,True
2869.0,22961080,True,True,True
54901.0,22961080,False,True,True
5444.0,22982463,True,True,True
79068.0,22982992,True,True,True
51300.0,23000144,False,False,True
9966.0,23000144,True,True,True
22806.0,23000144,False,False,True
5890.0,23001122,True,True,True
1232.0,23017229,False,False,True
2532.0,23017229,True,True,True
3305.0,23028341,False,False,True
6891.0,23028341,False,False,True
7148.0,23028341,False,False,True
718.0,23028341,True,True,True
4855.0,23028341,False,False,True
2968.0,23028341,False,False,True
259197.0,23028341,False,False,True
4794.0,23028356,True,True,True
219790.0,23028356,True,True,True
10318.0,23055271,True,True,True
26191.0,23055271,False,True,True
643680.0,23118302,False,False,True
1952.0,23118302,False,False,True
7941.0,23118302,True,True,True
81671.0,23118302,False,False,True
51338.0,23118302,False,False,True
4018.0,23118302,False,False,True
949.0,23118302,False,False,True
9429.0,23118302,False,False,True
407977.0,23118916,False,False,True
8741.0,23118916,True,False,True
55733.0,23142968,True,False,True
54209.0,23150908,True,True,True
10599.0,23233662,True,True,True
6775.0,23242368,True,True,True
338.0,23247145,True,True,True
64093.0,23263445,True,False,True
7450.0,23267103,True,True,True
28.0,23267103,False,False,True
1027.0,23273568,True,False,True
55332.0,23273568,True,False,True
54887.0,23273568,False,False,True
57705.0,23273568,False,False,True
941.0,23273568,False,False,True
6775.0,23273568,False,False,True
7128.0,23273568,False,True,True
2842.0,23273568,False,False,True
84159.0,23273568,True,True,True
55729.0,23359319,True,False,True
26291.0,23372041,True,True,True
259266.0,23381943,False,False,True
2155.0,23381943,False,False,True
5004.0,23381943,False,False,True
2159.0,23381943,False,False,True
2162.0,23381943,False,False,True
81494.0,23381943,False,False,True
360023.0,23381943,False,False,True
28.0,23381943,True,True,True
10877.0,23381943,False,False,True
23263.0,23381943,False,False,True
4745.0,23400010,True,False,True
5819.0,23419831,False,False,True
10452.0,23419831,False,True,True
348.0,23419831,True,True,True
84700.0,23423138,True,True,True
152330.0,23471985,False,False,True
10418.0,23471985,True,True,True
6869.0,23471985,False,False,True
55222.0,23471985,False,False,True
7319.0,23471985,False,False,True
4734.0,23471985,False,False,True
6850.0,23480133,True,False,True
54986.0,23502783,False,False,True
595.0,23502783,True,True,True
23492.0,23502783,False,False,True
8701.0,23502783,False,False,True
80339.0,23535911,True,True,True
5819.0,23565137,False,False,True
6653.0,23565137,True,True,True
10347.0,23571587,True,True,True
4208.0,23572186,True,True,True
283450.0,23575436,True,False,True
2645.0,23575436,False,False,True
4938.0,23575436,False,False,True
54901.0,23575436,False,False,True
3115.0,23740775,True,True,True
6336.0,23872634,True,True,True
6331.0,23872634,True,True,True
25825.0,23903356,True,False,True
