gene_ncbi,citation_count,pub_count_previous,year
57465,5.0,13,2018
57468,18.0,33,2018
57473,4.0,7,2018
57479,6.0,1,2018
57491,18.0,29,2018
57492,9.5,21,2018
57502,56.0,14,2018
57505,18.5,4,2018
57506,50.0,115,2018
57510,6.0,24,2018
57512,23.0,4,2018
57519,12.0,4,2018
57526,21.0,34,2018
57531,10.0,24,2018
57534,9.0,53,2018
57537,13.0,1,2018
57538,10.0,2,2018
57539,4.0,7,2018
57555,13.0,8,2018
57558,14.5,1,2018
57576,19.5,9,2018
57582,24.0,12,2018
57586,23.0,3,2018
57592,8.0,2,2018
57608,22.0,1,2018
57619,22.0,5,2018
57620,20.0,17,2018
57621,25.0,4,2018
57628,6.0,11,2018
57633,12.0,2,2018
57639,10.0,0,2018
57642,2.0,0,2018
57646,14.0,18,2018
57648,50.0,1,2018
57650,7.0,92,2018
57659,9.0,5,2018
57669,12.0,3,2018
57674,17.0,40,2018
57679,16.0,32,2018
57695,34.0,10,2018
57697,40.0,30,2018
57699,10.0,1,2018
57701,0.0,2,2018
57704,8.0,10,2018
57705,110.0,3,2018
57721,488.0,5,2018
57724,6.0,6,2018
57727,9.0,7,2018
57730,18.5,8,2018
57758,9.0,10,2018
57761,16.0,55,2018
57805,14.0,46,2018
57817,11.0,310,2018
57822,9.5,15,2018
57823,6.0,12,2018
57829,1.0,7,2018
58157,13.0,67,2018
58191,13.0,109,2018
58476,34.0,7,2018
58478,6.0,0,2018
58480,12.0,8,2018
58484,21.0,24,2018
58490,7.0,11,2018
58495,36.0,13,2018
58497,8.0,5,2018
58506,8.0,0,2018
58508,48.0,20,2018
58513,11.0,3,2018
58524,3.0,1,2018
58533,9.0,8,2018
59067,5.5,272,2018
59272,30.0,170,2018
59335,9.0,4,2018
59336,3.0,1,2018
59340,8.0,50,2018
59341,19.0,141,2018
59343,15.5,17,2018
59344,17.0,9,2018
59348,0.0,17,2018
59352,4.0,13,2018
60468,3.0,32,2018
60481,14.0,11,2018
60482,7.0,8,2018
60489,3.0,272,2018
60526,8.0,2,2018
60626,6.5,8,2018
60674,26.0,55,2018
60675,52.0,19,2018
60681,9.0,18,2018
63035,51.0,6,2018
63826,10.0,27,2018
63895,90.0,13,2018
63897,5.0,27,2018
63910,10.0,4,2018
63924,6.0,23,2018
63925,9.0,5,2018
63973,83.0,9,2018
63976,11.0,26,2018
63978,15.0,11,2018
64002,49.0,8,2018
64061,13.0,19,2018
64067,6.0,12,2018
64072,8.0,34,2018
64078,3.0,24,2018
64083,12.0,46,2018
64109,5.0,34,2018
64115,54.0,8,2018
64116,33.5,12,2018
64122,14.0,15,2018
64127,9.0,537,2018
64131,8.0,21,2018
64132,15.0,36,2018
64135,21.0,149,2018
64167,18.5,18,2018
64170,61.0,31,2018
64210,2.0,9,2018
64216,6.0,6,2018
64218,18.5,8,2018
64285,5.0,6,2018
64321,8.0,42,2018
64324,69.0,45,2018
64332,36.5,26,2018
64344,8.0,23,2018
64388,7.0,9,2018
64399,7.0,83,2018
64422,34.0,13,2018
64423,142.0,21,2018
64478,9.0,22,2018
64506,10.0,18,2018
64577,15.0,1,2018
64581,18.0,79,2018
64582,2.0,1,2018
64641,2.5,2,2018
64699,12.0,26,2018
64710,8.0,15,2018
64754,10.0,43,2018
64762,11.0,3,2018
64778,14.0,7,2018
64788,14.5,5,2018
64798,39.0,29,2018
64802,14.0,18,2018
64805,12.5,92,2018
64806,44.0,58,2018
64847,6.0,1,2018
64854,22.0,5,2018
64866,2.5,50,2018
64919,6.5,40,2018
64969,17.0,0,2018
64979,4.0,12,2018
65009,8.0,14,2018
65018,24.0,264,2018
65055,8.5,15,2018
65059,5.0,16,2018
65082,12.0,5,2018
65094,5.0,0,2018
65125,16.5,54,2018
65217,23.5,28,2018
65260,25.0,2,2018
65267,2.0,9,2018
65980,71.0,0,2018
65992,8.0,7,2018
66004,11.0,12,2018
78987,10.0,10,2018
79001,3.0,228,2018
79018,42.0,0,2018
79026,15.0,21,2018
79048,8.0,18,2018
79054,13.5,102,2018
79058,19.0,13,2018
79066,78.0,4,2018
79068,7.0,422,2018
79071,15.0,11,2018
79077,13.0,1,2018
79090,20.0,0,2018
79092,40.0,22,2018
79094,12.0,5,2018
79109,7.0,24,2018
79132,16.0,29,2018
79139,12.5,22,2018
79143,6.0,8,2018
79147,4.5,27,2018
79148,9.0,15,2018
79157,4.0,8,2018
79180,4.5,8,2018
79184,5.0,11,2018
79187,6.5,45,2018
79188,14.5,12,2018
79191,6.0,6,2018
79365,17.5,14,2018
79366,6.0,20,2018
79370,5.0,7,2018
79400,13.0,37,2018
79444,2.0,87,2018
79581,5.0,6,2018
79589,2.0,13,2018
79602,21.5,35,2018
79618,9.0,10,2018
79626,8.0,34,2018
79630,3.0,0,2018
79648,4.0,61,2018
79650,2.0,11,2018
79651,10.0,9,2018
79657,19.5,4,2018
79659,4.0,9,2018
79660,33.0,5,2018
79661,10.0,50,2018
79671,22.0,18,2018
79679,7.0,88,2018
79689,10.0,25,2018
79692,29.0,3,2018
79723,11.0,8,2018
79727,10.5,113,2018
79728,12.5,122,2018
79738,3.5,7,2018
79752,60.0,0,2018
79753,10.0,9,2018
79755,15.5,8,2018
79767,4.0,3,2018
79778,13.0,4,2018
79784,7.0,222,2018
79792,101.0,7,2018
79798,21.0,11,2018
79803,5.0,5,2018
79805,9.5,12,2018
79811,11.0,361,2018
79813,7.0,23,2018
79827,10.0,5,2018
79828,10.0,0,2018
79831,9.0,16,2018
79834,30.0,9,2018
79839,14.0,0,2018
79840,6.0,30,2018
79872,15.0,7,2018
79876,17.0,13,2018
79885,15.0,8,2018
79888,3.0,14,2018
79918,3.0,6,2018
79923,9.0,202,2018
79934,21.5,2,2018
79940,14.0,3,2018
79944,6.0,9,2018
79966,1.0,7,2018
79969,6.0,10,2018
79971,8.0,14,2018
79977,21.5,33,2018
79980,8.0,1,2018
79991,9.0,12,2018
80000,15.0,2,2018
80005,21.0,6,2018
80011,21.0,0,2018
80024,28.0,5,2018
80025,6.0,33,2018
80036,16.0,21,2018
80067,8.5,7,2018
80086,13.0,1,2018
80095,2.0,2,2018
80119,10.0,13,2018
80139,2.0,10,2018
80149,10.5,37,2018
80150,9.5,9,2018
80153,5.0,7,2018
80155,33.0,18,2018
80169,16.0,13,2018
80184,13.5,35,2018
80196,2.0,5,2018
80199,9.0,7,2018
80201,12.0,4,2018
80204,23.0,17,2018
80206,36.0,7,2018
80208,11.0,38,2018
80210,8.0,0,2018
80212,1.0,0,2018
80224,5.0,5,2018
80270,1.0,1,2018
80271,1.0,17,2018
80307,20.5,5,2018
80310,13.0,39,2018
80312,8.0,61,2018
80315,29.0,16,2018
80326,0.0,33,2018
80332,3.5,94,2018
80339,8.0,178,2018
80380,13.0,35,2018
80381,11.0,84,2018
80705,52.0,8,2018
80709,5.0,6,2018
80758,25.0,2,2018
80763,30.5,3,2018
80772,26.0,1,2018
80781,4.5,137,2018
80790,6.5,10,2018
80816,16.0,7,2018
80824,27.0,11,2018
80833,17.0,1,2018
80835,6.0,15,2018
80856,14.0,4,2018
80896,22.0,3,2018
81027,28.0,3,2018
81029,5.0,18,2018
81030,28.0,12,2018
81034,27.0,2,2018
81035,14.0,7,2018
81542,8.0,3,2018
81544,5.0,5,2018
81550,7.0,5,2018
81552,12.0,7,2018
81559,27.0,12,2018
81567,22.5,18,2018
81579,1.0,0,2018
81603,12.0,13,2018
81605,8.0,2,2018
81606,19.0,8,2018
81607,4.0,29,2018
81611,30.0,5,2018
81631,5.0,33,2018
81704,31.5,34,2018
81793,17.0,34,2018
81839,3.0,25,2018
81848,22.0,34,2018
81858,7.0,19,2018
81889,7.0,3,2018
81930,24.0,15,2018
83416,6.0,12,2018
83417,11.0,15,2018
83439,9.0,3,2018
83449,49.0,0,2018
83483,11.0,10,2018
83543,7.0,0,2018
83546,4.0,1,2018
83595,15.0,26,2018
83596,2.0,39,2018
83657,13.0,2,2018
83659,13.0,1,2018
83667,15.0,41,2018
83696,15.0,14,2018
83698,26.0,3,2018
83700,7.0,27,2018
83706,7.0,34,2018
83715,12.0,6,2018
83716,4.0,17,2018
83729,7.0,95,2018
83732,35.0,3,2018
83734,9.0,7,2018
83742,13.0,6,2018
83852,5.0,5,2018
83854,26.0,12,2018
83871,18.0,16,2018
83879,13.0,7,2018
83933,27.0,14,2018
83937,20.0,5,2018
83943,11.0,5,2018
83959,19.0,35,2018
83990,44.0,50,2018
83998,8.0,54,2018
83999,41.0,5,2018
84034,31.0,6,2018
84059,16.0,14,2018
84062,21.0,116,2018
84068,25.0,2,2018
84069,3.0,1,2018
84072,25.0,3,2018
84073,13.0,3,2018
84133,23.0,14,2018
84141,32.0,6,2018
84148,31.0,27,2018
84159,63.0,24,2018
84162,27.0,4,2018
84163,6.0,3,2018
84166,10.0,24,2018
84168,8.0,17,2018
84173,9.0,0,2018
84174,28.0,5,2018
84182,7.0,0,2018
84189,1.0,3,2018
84193,50.0,4,2018
84231,29.5,9,2018
84236,30.5,6,2018
84251,2.0,6,2018
84263,11.0,3,2018
84277,21.0,0,2018
84283,17.0,2,2018
84289,5.0,13,2018
84304,3.0,0,2018
84312,4.0,0,2018
84317,11.0,3,2018
84329,20.5,19,2018
84333,35.0,0,2018
84439,7.0,0,2018
84440,4.0,1,2018
84441,28.0,36,2018
84444,7.0,42,2018
84445,11.0,8,2018
84447,26.0,43,2018
84458,6.0,7,2018
84464,3.0,28,2018
84504,6.0,2,2018
84522,12.0,2,2018
84525,40.0,18,2018
84530,26.0,3,2018
84539,2.0,15,2018
84557,10.0,101,2018
84639,32.5,8,2018
84640,7.0,0,2018
84651,47.0,14,2018
84661,5.5,8,2018
84676,10.0,30,2018
84678,17.0,19,2018
84681,6.0,4,2018
84695,16.5,10,2018
84706,5.5,5,2018
84733,12.0,7,2018
84749,72.0,5,2018
84766,10.0,3,2018
84787,18.0,6,2018
84812,7.0,4,2018
84816,17.0,2,2018
84824,1.0,7,2018
84833,28.0,4,2018
84844,37.0,4,2018
84851,29.5,2,2018
84861,49.0,0,2018
84864,7.5,19,2018
84868,12.0,180,2018
84870,4.5,5,2018
84872,15.0,0,2018
84875,23.0,6,2018
84879,17.5,12,2018
84890,21.0,1,2018
84894,14.0,36,2018
84898,6.0,3,2018
84901,12.0,2,2018
84929,7.5,3,2018
84930,29.0,15,2018
84934,7.0,4,2018
84946,19.0,1,2018
84947,18.0,5,2018
84951,5.5,22,2018
84955,5.0,6,2018
84962,27.0,18,2018
84971,21.0,4,2018
84973,32.0,1,2018
84976,4.0,3,2018
84984,11.0,3,2018
84991,8.0,8,2018
85015,4.0,1,2018
85016,37.0,0,2018
85028,41.5,5,2018
85358,58.0,44,2018
85363,32.0,115,2018
85365,7.0,37,2018
85407,2.0,10,2018
85409,5.0,13,2018
85413,7.0,10,2018
85442,5.0,1,2018
85445,8.0,2,2018
85453,9.0,6,2018
85465,43.0,3,2018
85480,9.0,148,2018
85569,8.0,3,2018
87178,10.0,25,2018
89777,18.0,3,2018
89780,25.0,169,2018
89822,2.0,6,2018
89832,11.5,29,2018
89839,42.0,2,2018
89849,22.0,2,2018
89857,24.0,3,2018
89870,12.0,2,2018
89910,8.0,6,2018
89970,1.0,0,2018
90019,57.0,1,2018
90167,5.0,35,2018
90203,6.0,1,2018
90249,5.0,3,2018
90268,20.0,5,2018
90316,2.0,0,2018
90390,3.0,1,2018
90411,11.0,12,2018
90417,19.0,13,2018
90678,7.0,11,2018
90780,7.0,17,2018
90809,13.0,3,2018
90850,77.5,2,2018
90853,8.0,1,2018
90865,15.0,331,2018
90933,44.0,1,2018
90993,21.5,18,2018
91012,25.0,4,2018
91057,11.0,2,2018
91137,16.0,7,2018
91147,4.0,16,2018
91156,10.0,0,2018
91543,42.5,27,2018
91603,24.0,0,2018
91607,82.5,7,2018
91662,8.0,16,2018
91752,7.0,67,2018
91828,7.0,0,2018
91833,3.0,6,2018
91937,25.5,23,2018
92140,11.0,174,2018
92170,15.0,20,2018
92211,18.0,6,2018
92304,2.0,14,2018
92421,8.5,2,2018
92609,19.0,10,2018
92610,9.0,9,2018
92737,28.0,52,2018
92906,14.0,4,2018
93129,65.0,16,2018
93145,3.0,3,2018
93210,13.0,3,2018
93627,18.0,5,2018
93659,3.0,32,2018
93663,2.0,5,2018
93974,15.0,15,2018
93986,6.5,70,2018
94025,6.0,165,2018
94031,10.0,24,2018
94033,1.0,18,2018
94081,91.0,0,2018
94103,19.0,33,2018
94137,16.0,11,2018
94233,11.0,27,2018
94234,10.5,30,2018
112398,5.0,20,2018
112399,10.0,47,2018
112476,11.0,380,2018
112597,19.0,14,2018
112744,5.0,118,2018
112755,6.0,7,2018
112858,7.0,5,2018
113130,14.0,12,2018
113178,21.0,0,2018
113189,13.5,7,2018
113235,4.0,43,2018
113263,3.0,10,2018
113510,8.0,5,2018
113612,11.0,11,2018
113802,13.0,2,2018
114036,14.0,0,2018
114112,9.0,2,2018
114548,23.0,442,2018
114569,18.0,10,2018
114757,15.0,43,2018
114783,21.0,15,2018
114826,12.0,2,2018
114879,94.0,8,2018
114897,14.5,7,2018
114899,15.0,21,2018
114902,22.0,16,2018
114971,35.0,3,2018
115004,127.0,45,2018
115111,36.0,6,2018
115207,8.0,6,2018
115209,25.0,7,2018
115290,7.0,1,2018
115352,8.0,60,2018
115399,29.0,0,2018
115426,10.5,12,2018
115572,13.0,0,2018
115650,5.0,45,2018
115908,6.0,35,2018
116085,6.5,42,2018
116092,12.0,4,2018
116150,30.0,10,2018
116496,6.0,5,2018
116519,6.0,241,2018
116540,6.0,0,2018
116840,15.0,9,2018
116844,10.0,25,2018
117144,4.0,13,2018
117159,5.0,18,2018
117177,2.0,7,2018
117194,13.0,6,2018
117289,16.5,6,2018
117531,50.0,30,2018
117579,2.0,19,2018
118429,6.5,16,2018
119395,79.0,0,2018
120224,7.0,3,2018
120227,7.0,30,2018
120892,14.0,553,2018
121278,2.0,153,2018
122416,7.0,0,2018
122481,62.0,1,2018
122553,27.0,3,2018
122953,11.0,14,2018
122961,16.0,2,2018
123096,8.0,2,2018
123811,0.0,2,2018
123920,29.0,14,2018
124045,3.0,1,2018
124245,20.0,0,2018
124401,14.0,2,2018
124925,8.0,1,2018
124976,13.0,3,2018
125058,7.0,1,2018
125228,17.0,0,2018
125336,11.0,6,2018
125972,1.0,4,2018
126129,25.5,5,2018
126295,1.0,1,2018
126326,3.0,7,2018
126364,5.5,1,2018
126410,13.0,2,2018
126792,12.5,1,2018
126820,9.0,0,2018
126961,26.0,9,2018
127700,17.0,8,2018
127933,3.0,11,2018
128239,7.0,5,2018
128240,11.0,6,2018
128674,13.0,31,2018
129285,2.0,0,2018
129685,13.0,7,2018
129787,4.0,17,2018
129804,8.0,2,2018
130749,7.0,3,2018
131096,2.0,6,2018
131149,14.0,3,2018
131450,16.0,26,2018
131474,7.0,13,2018
131870,8.0,5,2018
132299,7.0,4,2018
132320,5.0,2,2018
132724,17.0,0,2018
134145,13.0,2,2018
134218,21.0,2,2018
134265,2.0,4,2018
134359,13.0,2,2018
134957,4.0,9,2018
135656,2.0,0,2018
136259,45.5,7,2018
136991,24.0,21,2018
137075,0.0,2,2018
137872,43.0,10,2018
138065,25.0,3,2018
139189,5.5,3,2018
139628,7.0,6,2018
140460,4.0,1,2018
140576,10.0,8,2018
140685,6.0,2,2018
140732,22.0,6,2018
140738,8.0,25,2018
140766,6.0,8,2018
140803,22.0,35,2018
140823,12.0,22,2018
140828,8.0,5,2018
140862,10.0,3,2018
140885,2.0,55,2018
143384,25.0,58,2018
144165,8.0,9,2018
144406,30.5,1,2018
144455,27.0,18,2018
145264,3.0,86,2018
145781,6.0,3,2018
145957,20.0,9,2018
146057,17.0,10,2018
146059,2.0,11,2018
146206,36.0,3,2018
146433,14.0,33,2018
146722,4.0,9,2018
146760,7.0,3,2018
146862,1.0,3,2018
146909,38.0,4,2018
147111,8.0,4,2018
147372,9.0,9,2018
147409,4.0,15,2018
147947,3.0,0,2018
147991,8.0,1,2018
148022,15.0,65,2018
148189,37.0,0,2018
148738,9.0,51,2018
148811,37.0,0,2018
149041,22.0,9,2018
149233,4.5,211,2018
149420,50.0,10,2018
149461,6.0,9,2018
150159,11.0,2,2018
150280,7.0,4,2018
150365,29.0,4,2018
150572,6.0,4,2018
150684,2.0,41,2018
151306,9.5,29,2018
151647,13.0,4,2018
151871,35.0,6,2018
151888,11.5,36,2018
152006,2.0,2,2018
152330,12.0,9,2018
152519,7.0,0,2018
152559,9.0,25,2018
152573,5.0,3,2018
152831,1.0,15,2018
153090,3.5,49,2018
153129,66.0,4,2018
153222,20.0,4,2018
153241,12.0,4,2018
153562,3.0,30,2018
154043,13.0,5,2018
154881,26.0,4,2018
157285,25.0,9,2018
157570,9.0,11,2018
157848,4.0,4,2018
158376,17.5,0,2018
158506,2.0,60,2018
158747,50.0,1,2018
158833,17.0,5,2018
158983,14.0,2,2018
160364,0.0,15,2018
160760,16.0,0,2018
161497,8.0,8,2018
161725,43.0,1,2018
161823,32.0,1,2018
161835,16.0,7,2018
162417,6.0,12,2018
162514,30.5,33,2018
163702,13.0,11,2018
163859,19.0,1,2018
164045,2.0,122,2018
164091,24.0,4,2018
164656,6.0,42,2018
164668,11.0,30,2018
164684,2.0,7,2018
165721,13.0,2,2018
165918,7.0,33,2018
166378,13.0,4,2018
166824,10.0,17,2018
166979,37.0,0,2018
168002,6.5,14,2018
168400,7.0,15,2018
168667,10.0,12,2018
169026,9.5,80,2018
169792,19.0,16,2018
170302,8.0,66,2018
170506,19.0,18,2018
170690,16.0,4,2018
170692,3.0,8,2018
171023,11.5,64,2018
171389,26.5,7,2018
192111,24.0,9,2018
192666,3.0,1,2018
195828,12.5,2,2018
196047,20.0,0,2018
196441,39.0,1,2018
196475,46.0,2,2018
196527,15.0,14,2018
197135,25.5,3,2018
197259,44.0,33,2018
197358,7.0,7,2018
199713,9.0,40,2018
199720,2.0,30,2018
199857,15.0,1,2018
200014,33.0,2,2018
200162,30.0,0,2018
200205,13.0,5,2018
200315,18.5,47,2018
200576,60.0,12,2018
200894,30.0,18,2018
201163,22.0,47,2018
201266,1.0,2,2018
201292,7.0,4,2018
201294,5.0,35,2018
201299,10.5,1,2018
201516,56.0,1,2018
201633,433.0,11,2018
201973,20.0,14,2018
202333,3.5,8,2018
203190,3.0,1,2018
203228,7.0,305,2018
203413,8.5,5,2018
204474,4.0,1,2018
204801,13.0,2,2018
207107,22.0,1,2018
219285,55.0,6,2018
219333,31.0,6,2018
219348,5.0,0,2018
219699,7.0,14,2018
219790,1.0,4,2018
219931,23.0,8,2018
220001,7.0,4,2018
220134,4.0,14,2018
220202,8.0,14,2018
220296,14.0,28,2018
220972,25.0,481,2018
221044,74.0,6,2018
221302,50.0,0,2018
221400,11.0,0,2018
221443,24.0,1,2018
221458,15.5,15,2018
221656,12.0,7,2018
221662,12.0,6,2018
221692,12.0,12,2018
221908,11.5,0,2018
221927,5.0,6,2018
221937,19.0,12,2018
221955,5.0,1,2018
221981,14.0,8,2018
222008,18.0,0,2018
222229,9.0,6,2018
222236,9.0,4,2018
222256,49.0,3,2018
222487,16.5,1,2018
225689,6.0,17,2018
246100,6.0,70,2018
246243,8.0,17,2018
246329,15.5,2,2018
246778,8.5,197,2018
252995,13.0,141,2018
253260,13.0,57,2018
253461,12.5,4,2018
253559,11.5,5,2018
253738,7.0,11,2018
253782,6.0,12,2018
254013,13.0,2,2018
255082,33.5,11,2018
255231,32.0,6,2018
255239,3.5,68,2018
255488,6.0,4,2018
255738,11.0,290,2018
255928,7.0,3,2018
256471,6.0,9,2018
256646,63.0,17,2018
256987,26.0,7,2018
257000,46.0,8,2018
257218,4.0,6,2018
259197,5.0,57,2018
259232,5.0,17,2018
259266,21.5,75,2018
260293,9.0,2,2018
260425,16.0,12,2018
261729,9.0,4,2018
280636,10.5,6,2018
282617,4.5,410,2018
282618,2.0,59,2018
282679,29.5,6,2018
282809,7.0,6,2018
282996,17.0,11,2018
283120,39.5,87,2018
283131,26.0,53,2018
283298,10.0,1,2018
283460,10.0,7,2018
283673,12.0,3,2018
284058,3.0,4,2018
284110,110.0,9,2018
284119,72.0,25,2018
284340,21.0,7,2018
284361,15.0,1,2018
284390,10.0,24,2018
284403,7.0,21,2018
284439,18.0,2,2018
285175,7.0,7,2018
285440,7.0,25,2018
285629,2.0,0,2018
285958,21.0,4,2018
286077,5.0,13,2018
286133,13.0,6,2018
286204,10.0,11,2018
286676,3.0,7,2018
286827,31.0,10,2018
326624,18.5,6,2018
338322,24.0,7,2018
338376,3.0,6,2018
338382,23.0,64,2018
338440,12.0,5,2018
338557,5.5,30,2018
338567,6.0,10,2018
338811,13.0,1,2018
338872,20.5,7,2018
339488,3.0,8,2018
339967,30.0,9,2018
340061,33.5,57,2018
340205,18.0,4,2018
340273,27.0,29,2018
340419,9.0,10,2018
340602,120.0,0,2018
340665,18.0,4,2018
341640,7.0,3,2018
342510,7.0,0,2018
342538,28.0,0,2018
342618,7.0,2,2018
345274,5.0,1,2018
345611,9.0,42,2018
346007,8.0,18,2018
346389,4.0,81,2018
347527,6.5,14,2018
347688,19.5,3,2018
347689,10.0,14,2018
347730,6.0,4,2018
348938,13.0,9,2018
348980,47.0,12,2018
353133,2.0,0,2018
353238,39.0,4,2018
353355,8.0,0,2018
373156,6.5,389,2018
374354,11.0,1,2018
374383,17.0,16,2018
374393,1.0,2,2018
374462,9.0,10,2018
374768,9.0,0,2018
375033,7.0,16,2018
375056,59.0,12,2018
375298,13.0,13,2018
375616,5.0,0,2018
375704,18.5,23,2018
375748,13.5,1,2018
375790,4.0,35,2018
376132,6.0,2,2018
376497,138.0,13,2018
377630,73.0,9,2018
378805,333.0,2,2018
378938,30.0,161,2018
386653,8.0,52,2018
387082,10.0,37,2018
387129,3.0,48,2018
387597,13.0,2,2018
387695,22.0,1,2018
387715,13.5,72,2018
387755,18.0,1,2018
387893,8.5,46,2018
387914,7.0,1,2018
388112,15.0,12,2018
388121,11.5,2,2018
388677,205.0,1,2018
388697,8.5,6,2018
388698,24.0,9,2018
388962,15.0,2,2018
389421,8.0,50,2018
389493,8.0,1,2018
389549,2.0,8,2018
389692,39.0,25,2018
390243,8.0,3,2018
392255,12.0,11,2018
392617,30.0,1,2018
392862,5.0,3,2018
400128,12.0,1,2018
400500,20.0,9,2018
400916,28.0,16,2018
401022,14.0,7,2018
401024,62.0,0,2018
401494,0.0,1,2018
402569,10.0,3,2018
404216,10.0,0,2018
404266,11.0,1,2018
404672,9.0,12,2018
405754,5.0,11,2018
406884,6.0,45,2018
406885,12.0,30,2018
406887,2.0,9,2018
406890,12.0,18,2018
406891,111.0,17,2018
406899,16.0,48,2018
406900,6.0,52,2018
406901,3.0,48,2018
406902,7.0,44,2018
406903,8.0,79,2018
406906,17.0,160,2018
406908,26.0,2,2018
406909,27.0,13,2018
406910,3.0,60,2018
406913,7.5,132,2018
406919,13.0,49,2018
406921,20.5,57,2018
406924,43.0,33,2018
406925,16.0,1,2018
406927,11.0,15,2018
406928,7.0,91,2018
406933,16.5,71,2018
406934,2.0,17,2018
406935,12.0,115,2018
406936,12.0,41,2018
406937,22.5,232,2018
406938,16.0,359,2018
406940,22.0,75,2018
406941,16.0,53,2018
406942,8.0,88,2018
406943,12.0,45,2018
406946,19.0,11,2018
406947,21.0,362,2018
406948,19.0,70,2018
406952,14.5,103,2018
406953,8.0,44,2018
406958,14.5,78,2018
406959,15.0,48,2018
406961,19.0,45,2018
406962,17.0,29,2018
406964,29.5,5,2018
406967,8.5,37,2018
406971,19.0,72,2018
406973,6.0,65,2018
406974,11.0,19,2018
406975,19.0,18,2018
406977,24.0,16,2018
406979,23.0,45,2018
406980,14.5,17,2018
406981,3.0,0,2018
406982,10.0,62,2018
406983,103.0,58,2018
406984,20.0,80,2018
406985,26.0,122,2018
406986,27.0,133,2018
406987,29.0,60,2018
406988,11.0,107,2018
406989,13.0,82,2018
406991,21.0,676,2018
406992,6.5,107,2018
406994,14.0,23,2018
406996,33.5,98,2018
406997,55.0,42,2018
406998,26.0,14,2018
406999,19.0,39,2018
407004,47.0,66,2018
407006,14.0,138,2018
407007,18.5,65,2018
407008,13.5,127,2018
407009,16.0,60,2018
407010,24.5,70,2018
407011,10.0,41,2018
407013,10.0,3,2018
407014,361.0,45,2018
407017,12.0,38,2018
407018,9.0,121,2018
407019,14.0,46,2018
407020,21.0,12,2018
407021,3.0,112,2018
407023,8.0,7,2018
407024,13.5,57,2018
407026,11.0,49,2018
407027,21.0,24,2018
407029,16.0,77,2018
407030,12.0,29,2018
407031,7.0,21,2018
407033,77.0,23,2018
407035,13.5,113,2018
407037,10.5,40,2018
407039,7.0,46,2018
407040,21.0,307,2018
407041,7.0,62,2018
407042,3.5,28,2018
407047,16.0,9,2018
407051,30.0,69,2018
407053,12.0,53,2018
407054,9.0,31,2018
407055,8.5,28,2018
407975,12.0,58,2018
439921,3.0,1,2018
440026,86.0,0,2018
440093,13.0,0,2018
440193,11.5,5,2018
440275,16.0,29,2018
440503,12.0,6,2018
440585,8.0,0,2018
440823,23.0,10,2018
441951,31.0,11,2018
442890,9.0,55,2018
442891,29.0,37,2018
442892,38.5,23,2018
442893,90.0,5,2018
442894,8.0,11,2018
442898,45.0,5,2018
442899,14.0,1,2018
442901,15.0,23,2018
442903,10.0,1,2018
442908,14.0,31,2018
442909,15.0,12,2018
442912,8.0,12,2018
442917,13.0,19,2018
442918,2.0,36,2018
442920,13.0,27,2018
445582,6.0,1,2018
474344,9.0,1,2018
493829,8.0,5,2018
493856,5.0,16,2018
493861,6.0,2,2018
494324,24.0,100,2018
494327,10.0,43,2018
494328,94.0,8,2018
494330,29.0,14,2018
494332,5.0,15,2018
494333,15.0,6,2018
494336,28.0,34,2018
494337,15.5,5,2018
494551,79.0,2,2018
497258,24.0,1,2018
503569,17.5,1,2018
503637,28.0,1,2018
541471,49.0,4,2018
548594,5.0,1,2018
554202,37.0,6,2018
554210,14.0,30,2018
554212,107.0,7,2018
554213,12.0,32,2018
574030,14.5,3,2018
574031,4.5,14,2018
574034,9.0,20,2018
574410,11.0,1,2018
574411,29.5,65,2018
574412,23.0,10,2018
574442,23.0,10,2018
574443,14.5,4,2018
574444,11.0,15,2018
574447,5.0,31,2018
574448,20.0,16,2018
574449,18.5,6,2018
574450,17.0,6,2018
574452,12.0,41,2018
574453,8.0,23,2018
574454,10.0,2,2018
574456,28.0,43,2018
574480,29.0,9,2018
574482,9.0,2,2018
574501,9.0,57,2018
574502,9.0,6,2018
574504,10.0,11,2018
574506,6.5,29,2018
574508,17.0,2,2018
574511,16.0,25,2018
574513,19.0,7,2018
613212,5.0,2,2018
619373,8.0,10,2018
619556,14.5,10,2018
641371,18.0,0,2018
642934,3.0,1,2018
643226,7.0,1,2018
644815,18.0,1,2018
646960,17.0,6,2018
647979,36.5,3,2018
652968,3.0,1,2018
652995,19.5,60,2018
653108,69.0,18,2018
653145,11.0,11,2018
653361,3.0,72,2018
653509,0.0,101,2018
653808,20.0,4,2018
654433,19.0,0,2018
654434,16.0,2,2018
664612,8.0,7,2018
664617,17.0,1,2018
677800,4.0,0,2018
693123,13.0,9,2018
693136,8.0,3,2018
693149,7.0,4,2018
693157,9.0,3,2018
693167,23.0,4,2018
693177,16.0,7,2018
693181,16.0,3,2018
693190,1.0,7,2018
693193,8.0,16,2018
693197,17.0,5,2018
693200,11.0,5,2018
693207,18.0,7,2018
693214,11.0,4,2018
693215,27.0,14,2018
693219,13.0,6,2018
693222,49.0,1,2018
693223,93.0,14,2018
693229,7.0,2,2018
693230,7.0,2,2018
693232,8.0,3,2018
693235,17.0,14,2018
723778,52.0,25,2018
724022,17.0,5,2018
724030,9.0,3,2018
724033,13.0,20,2018
